Problem Name;Row Type;Title;Body Text;Answer;answerType;HintID;Dependency;mcChoices;Images (space delimited);Parent;OER src;openstax KC;KC;Taxonomy;License
trigmodel14;problem;Graphing an Oscillating Cosine Curve;;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel14;step;Rewrite the function $$f(x)=cos(2πx)cos(16πx)$$ using a product-to-sum formula.;;1/2(cos(14πx) + cos(18πx));algebra;;;;;;;;;;
trigmodel14;hint;Product-to-Sum Identity;Recall the product-to-sum identity for two cosine functions: cos(A)cos(B) = 1/2 [cos(A-B) + cos(A+B)].;;;h1;;;;;;;;;
trigmodel14;scaffold;Identify A and B;In the given function f(x) = cos(2πx)cos(16πx), what are the expressions for A and B?;A=16πx, B=2πx;algebra;s1;h1;;;;;;;;
trigmodel14;hint;Calculate A-B and A+B;Determine the arguments for the sum and difference of the angles.;;;h2;h1;;;;;;;;
trigmodel14;scaffold;Compute Arguments;What are A-B and A+B?;14πx, 18πx;algebra;s2;h2;;;;;;;;
trigmodel14;hint;Form the Final Expression;Substitute the calculated values into the product-to-sum formula.;;;h3;h2;;;;;;;;
trigmodel14;scaffold;State the Rewritten Function;What is the function f(x) rewritten using the product-to-sum formula?;1/2(cos(14πx) + cos(18πx));algebra;s3;h3;;;;;;;;
trigmodel15;problem;Identifying Phenomena Modeled by Sinusoidal Functions;;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel15;step;Which of the following physical phenomena are best modeled by sinusoidal functions, characterized by a repeating, wave-like pattern with a consistent period and amplitude?;Phenomena exhibiting periodic, wave-like behavior with consistent amplitude and period;mc;;;Phenomena exhibiting periodic, wave-like behavior with consistent amplitude and period|Phenomena with exponential growth or decay|Phenomena with linear relationships between variables|Phenomena that are random and unpredictable;;;;;;;;
trigmodel15;hint;Characteristics of Sinusoidal Functions;Recall that sinusoidal functions describe oscillations or cycles that repeat over a fixed period and have a consistent maximum and minimum value (amplitude).;;h1;;;;;;;;;;
trigmodel15;scaffold;Identify Key Features;What are the defining characteristics of a sinusoidal function's graph?;Periodic, wave-like, consistent amplitude;mc;s1;h1;Periodic, wave-like, consistent amplitude|Exponential growth, linear decay|Random fluctuations, unpredictable peaks|Constant value, no change over time;;;;;;;
trigmodel15;hint;Examples of Periodic Phenomena;Think about natural occurrences or physical systems that naturally repeat in a cycle, like tides, sound waves, or the swing of a pendulum.;;h2;h1;;;;;;;;;
trigmodel15;scaffold;Consider Real-World Examples;Which of these phenomena exhibits a regular, repeating cycle? A) The growth of a tree, B) The height of a tide, C) The trajectory of a thrown ball, D) The population of a city.;B) The height of a tide;mc;s2;h2;A) The growth of a tree|B) The height of a tide|C) The trajectory of a thrown ball|D) The population of a city;;;;;;;
;;;;;;;;;;;;;;;
trigmodel16;problem;Constructing a Trigonometric Model for Daily Temperature;;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel16;hint;Parameters of a Sinusoidal Model;A sinusoidal function typically requires information about its amplitude, period, phase shift, and vertical shift (midline) to be fully defined.;;h1;;;;;;;;;;
trigmodel16;scaffold;Identify Key Parameters;What does the amplitude of a temperature model represent?;Half the difference between maximum and minimum temperatures;mc;s1;h1;The highest temperature recorded|The lowest temperature recorded|Half the difference between maximum and minimum temperatures|The average temperature over a year;;;;;;;
trigmodel16;hint;Relating Data to Parameters;Consider how daily temperature data (max, min, time of max/min) can be used to determine these parameters (amplitude, midline, period, phase shift).;;h2;h1;;;;;;;;;
trigmodel16;scaffold;Determine the Period;What is the natural period for a daily temperature cycle?;24 hours;mc;s2;h2;12 hours|24 hours|7 days|30 days;;;;;;;
;;;;;;;;;;;;;;;
trigmodel17;problem;Evaluating Sinusoidal Models for Cumulative Rainfall;;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel17;step;Would a sinusoidal function be a good model for cumulative rainfall over the course of a year? Why or why not?;No, because cumulative rainfall generally increases over time, rather than oscillating up and down.;mc;;;No, because cumulative rainfall generally increases over time, rather than oscillating up and down.|Yes, because rainfall patterns are seasonal and repeat annually.|Yes, because the amount of rainfall varies throughout the year.|No, because rainfall is too unpredictable to be modeled by any function.;;;;;;;;
trigmodel17;hint;Nature of Cumulative Data;Cumulative data, by definition, adds up over time. Think about whether a sinusoidal function, which oscillates, can accurately represent a quantity that only increases (or decreases monotonically).;;h1;;;;;;;;;;
trigmodel17;scaffold;Define Cumulative;What does 'cumulative' mean in the context of rainfall?;The total amount of rainfall collected up to a certain point in time;mc;s1;h1;The total amount of rainfall collected up to a certain point in time|The average rainfall per day|The maximum rainfall in a single event|The rate at which rain falls;;;;;;;
trigmodel17;hint;Sinusoidal Function Behavior;Recall that sinusoidal functions go up and down, repeating their values. Does cumulative rainfall ever decrease over the course of a year?;;h2;h1;;;;;;;;;
trigmodel17;scaffold;Analyze Sinusoidal Pattern;If a function models cumulative rainfall, should its graph ever go downwards?;No;mc;s2;h2;Yes|No|Sometimes|Only if there is a drought;;;;;;;
trigmodel18;problem;Explain the Effect of a Damping Factor on Harmonic Motion Functions;;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel18;step;Which of the following best describes the effect of a damping factor on the graphs of harmonic motion functions?;The amplitude of the oscillations decreases over time;mc;;;The amplitude of the oscillations decreases over time.|The frequency of the oscillations increases over time.|The phase shift of the oscillations changes periodically.|The vertical shift of the oscillations increases over time.;;;;;;;;
trigmodel18;hint;Understanding Damping;Recall what a damping factor represents in the context of oscillations. What physical phenomenon does it model?;;h1;;;;;;;;;;
trigmodel18;scaffold;Definition of Damping;Damping is typically associated with the gradual loss of energy in an oscillating system. What effect does this loss of energy have on the oscillation's magnitude?;It causes the magnitude to decrease.;mc;s1;h1;It causes the magnitude to decrease.|It causes the magnitude to increase.|It causes the frequency to change.|It causes the phase to shift.;;;;;;;
trigmodel18;hint;Connecting Damping to Graph Features;How does the magnitude of an oscillation relate to its graph? Which characteristic of the graph is directly affected by the magnitude?;;h2;h1;;;;;;;;;
trigmodel18;scaffold;Identifying Graph Characteristics;In a sinusoidal graph, which parameter represents the maximum displacement or intensity of the oscillation?;Amplitude;mc;s2;h2;Amplitude|Period|Phase Shift|Vertical Shift;;;;;;;
trigmodel18;hint;Synthesizing the Effect;Combine your understanding of damping and graph characteristics. If damping causes the magnitude to decrease, what happens to the amplitude over time?;;h3;h2;;;;;;;;;
trigmodel18;scaffold;Describing the Overall Effect;If the amplitude decreases over time, how would you describe the overall shape of the graph of a damped harmonic motion function?;The oscillations get smaller.;mc;s3;h3;The oscillations get smaller.|The oscillations get larger.|The oscillations shift left.|The oscillations shift up.;;;;;;;
;;;;;;;;;;;;;;;
trigmodel19;problem;Finding a Formula for a Trigonometric Function from a Table;For the following exercises, find a possible formula for the trigonometric function represented by the given table of values.;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel19;step;Find a possible formula for the trigonometric function represented by the given table of values: $$x$$ $$y$$ $$0$$ $$−4$$ $$3$$ $$−1$$ $$6$$ $$2$$ $$9$$ $$−1$$ $$12$$ $$−4$$ $$15$$ $$−1$$ $$18$$ $$2$$;$$y = -3\cos\left(\frac{\pi}{6}x\right) - 1$$;algebra;;;;;;;;;;;
trigmodel19;hint;Identify Key Features from the Table;To find the formula, first determine the amplitude, vertical shift, period, and phase shift from the given table of values.;;;h1;;;;;;;;;
trigmodel19;scaffold;Find the Maximum and Minimum Values;What are the maximum and minimum y-values in the table?;Max = 2, Min = -4;algebra;s1;h1;;;;;;;;
trigmodel19;hint;Calculate Amplitude and Vertical Shift;Use the maximum and minimum y-values to calculate the amplitude (A) and the vertical shift (D). Recall that $$A = \frac{y_{max} - y_{min}}{2}$$ and $$D = \frac{y_{max} + y_{min}}{2}$$.;;h2;h1;;;;;;;;;
trigmodel19;scaffold;Calculate A and D;What are the values of A and D?;A = 3, D = -1;algebra;s2;h2;;;;;;;;
trigmodel19;hint;Determine the Period;Observe the x-values at which the function completes one full cycle. This will give you the period (P). Then use $$B = \frac{2\pi}{P}$$ to find B.;;;h3;h2;;;;;;;;
trigmodel19;scaffold;Find P and B;What is the period P, and what is the value of B?;P = 12, $$B = \frac{\pi}{6}$$;algebra;s3;h3;;;;;;;;
trigmodel19;hint;Determine the Phase Shift and Function Type;Look at the y-value at x=0. Does it start at a maximum, minimum, or midline? This helps determine if it's a sine or cosine function and its phase shift (C).;;h4;h3;;;;;;;;;
trigmodel19;scaffold;Identify Starting Point;At x=0, the y-value is -4. Is this a maximum, minimum, or the vertical shift value?;Minimum;mc;s4;h4;Minimum|Maximum|Midline (vertical shift value)|Neither;;;;;;;
trigmodel19;hint;Construct the Formula;Since the function starts at a minimum, a negative cosine function is a good choice with no phase shift (C=0). Combine A, B, C, and D into the general form $$y = A\cos(B(x-C)) + D$$ or $$y = -A\cos(B(x-C)) + D$$.;;h5;h4;;;;;;;;;
trigmodel19;scaffold;Write the Final Formula;Using A=3, B=π/6, D=-1, and recognizing it starts at a minimum (suggesting a negative cosine function with C=0), write the formula.;$$y = -3\cos\left(\frac{\pi}{6}x\right) - 1$$;algebra;s5;h5;;;;;;;;
;;;;;;;;;;;;;;;
trigmodel20;problem;Finding a Formula for a Trigonometric Function from a Table;For the following exercises, find a possible formula for the trigonometric function represented by the given table of values.;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel20;step;Find a possible formula for the trigonometric function represented by the given table of values: $$x$$ $$y$$ $$0$$ $$5$$ $$2$$ $$1$$ $$4$$ $$−3$$ $$6$$ $$1$$ $$8$$ $$5$$ $$10$$ $$1$$ $$12$$ $$−3$$;$$y = 4\cos\left(\frac{\pi}{4}x\right) + 1$$;algebra;;;;;;;;;;;
trigmodel20;hint;Identify Key Features from the Table;To find the formula, first determine the amplitude, vertical shift, period, and phase shift from the given table of values.;;;h1;;;;;;;;;
trigmodel20;scaffold;Find the Maximum and Minimum Values;What are the maximum and minimum y-values in the table?;Max = 5, Min = -3;algebra;s1;h1;;;;;;;;
trigmodel20;hint;Calculate Amplitude and Vertical Shift;Use the maximum and minimum y-values to calculate the amplitude (A) and the vertical shift (D). Recall that $$A = \frac{y_{max} - y_{min}}{2}$$ and $$D = \frac{y_{max} + y_{min}}{2}$$.;;h2;h1;;;;;;;;;
trigmodel20;scaffold;Calculate A and D;What are the values of A and D?;A = 4, D = 1;algebra;s2;h2;;;;;;;;
trigmodel20;hint;Determine the Period;Observe the x-values at which the function completes one full cycle. This will give you the period (P). Then use $$B = \frac{2\pi}{P}$$ to find B.;;;h3;h2;;;;;;;;
trigmodel20;scaffold;Find P and B;What is the period P, and what is the value of B?;P = 8, $$B = \frac{\pi}{4}$$;algebra;s3;h3;;;;;;;;
trigmodel20;hint;Determine the Phase Shift and Function Type;Look at the y-value at x=0. Does it start at a maximum, minimum, or midline? This helps determine if it's a sine or cosine function and its phase shift (C).;;h4;h3;;;;;;;;;
trigmodel20;scaffold;Identify Starting Point;At x=0, the y-value is 5. Is this a maximum, minimum, or the vertical shift value?;Maximum;mc;s4;h4;Maximum|Minimum|Midline (vertical shift value)|Neither;;;;;;;
trigmodel20;hint;Construct the Formula;Since the function starts at a maximum, a positive cosine function is a good choice with no phase shift (C=0). Combine A, B, C, and D into the general form $$y = A\cos(B(x-C)) + D$$.;;h5;h4;;;;;;;;;
trigmodel20;scaffold;Write the Final Formula;Using A=4, B=π/4, D=1, and recognizing it starts at a maximum (suggesting a positive cosine function with C=0), write the formula.;$$y = 4\cos\left(\frac{\pi}{4}x\right) + 1$$;algebra;s5;h5;;;;;;;;
trigmodel21;problem;Finding a Formula for a Trigonometric Function from a Table;For the following exercises, find a possible formula for the trigonometric function represented by the given table of values.;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel21;step;Find a formula for the trigonometric function represented by the table: $$x$$ $$y$$ $$0$$ $$2$$ $$\frac{π}{4}$$ $$7$$ $$\frac{π}{2}$$ $$2$$ $$\frac{3π}{4}$$ $$−3$$ $$π$$ $$2$$ $$\frac{5π}{4}$$ $$7$$ $$\frac{3π}{2}$$ $$2$$;$$y = 5 \sin(2x) + 2$$;algebra;;;;;;;;;;;
trigmodel21;hint;Identify key features;To find the formula, identify the midline, amplitude, period, and phase shift from the table.;;;h1,,,,,,,,,;;;;;;;;;
trigmodel21;scaffold;Identify max and min;What are the maximum and minimum y-values in the table?;Max = 7, Min = -3;algebra;s1;h1,,,,,,,,;;;;;;;;
trigmodel21;hint;Calculate midline and amplitude;Recall that the midline D = (Max + Min) / 2 and the amplitude A = (Max - Min) / 2.;;;h2,h1,,,,,,,,,;;;;;;;;;
trigmodel21;scaffold;Determine D and A;What are the values for the midline (D) and amplitude (A)?;D = 2, A = 5;algebra;s2;h2,,,,,,,,;;;;;;;;
trigmodel21;hint;Determine the period;The period P is the horizontal distance for one complete cycle. Use P = 2π/B to find B.;;;h3,h2,,,,,,,,,;;;;;;;;;
trigmodel21;scaffold;Find P and B;What is the period of the function, and what is the value of B?;P = π, B = 2;algebra;s3;h3,,,,,,,,;;;;;;;;
trigmodel21;hint;Choose function type and phase shift;Observe the function's behavior at x=0 to decide if it's a sine or cosine function and if there's a phase shift.;;;h4,h3,,,,,,,,,;;;;;;;;;
trigmodel21;scaffold;Function at x=0;At x=0, is the function at its midline, maximum, or minimum? Is it increasing or decreasing?;Midline, increasing;mc;s4;h4;Midline, increasing|Midline, decreasing|Maximum|Minimum,,,,,,,,;;;;;;;
;;;;;;;;;;;;;;;
trigmodel22;problem;Finding a Formula for a Trigonometric Function from a Table;For the following exercises, find a possible formula for the trigonometric function represented by the given table of values.;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel22;step;Find a formula for the trigonometric function represented by the table: $$x$$ $$y$$ $$0$$ $$1$$ $$1$$ $$−3$$ $$2$$ $$−7$$ $$3$$ $$−3$$ $$4$$ $$1$$ $$5$$ $$−3$$ $$6$$ $$−7$$;$$y = 4 \cos\left(\frac{\pi}{2}x\right) - 3$$;algebra;;;;;;;;;;;
trigmodel22;hint;Identify key features;To find the formula, identify the midline, amplitude, period, and phase shift from the table.;;;h1,,,,,,,,,;;;;;;;;;
trigmodel22;scaffold;Identify max and min;What are the maximum and minimum y-values in the table?;Max = 1, Min = -7;algebra;s1;h1,,,,,,,,;;;;;;;;
trigmodel22;hint;Calculate midline and amplitude;Recall that the midline D = (Max + Min) / 2 and the amplitude A = (Max - Min) / 2.;;;h2,h1,,,,,,,,,;;;;;;;;;
trigmodel22;scaffold;Determine D and A;What are the values for the midline (D) and amplitude (A)?;D = -3, A = 4;algebra;s2;h2,,,,,,,,;;;;;;;;
trigmodel22;hint;Determine the period;The period P is the horizontal distance for one complete cycle. Use P = 2π/B to find B.;;;h3,h2,,,,,,,,,;;;;;;;;;
trigmodel22;scaffold;Find P and B;What is the period of the function, and what is the value of B?;P = 4, B = π/2;algebra;s3;h3,,,,,,,,;;;;;;;;
trigmodel22;hint;Choose function type and phase shift;Observe the function's behavior at x=0 to decide if it's a sine or cosine function and if there's a phase shift.;;;h4,h3,,,,,,,,,;;;;;;;;;
trigmodel22;scaffold;Function at x=0;At x=0, is the function at its midline, maximum, or minimum?;Maximum;mc;s4;h4;Maximum|Minimum|Midline, increasing|Midline, decreasing,,,,,,,,;;;;;;;
;;;;;;;;;;;;;;;
trigmodel23;problem;Finding a Formula for a Trigonometric Function from a Table;For the following exercises, find a possible formula for the trigonometric function represented by the given table of values.;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel23;step;Find a formula for the trigonometric function represented by the table: $$x$$ $$y$$ $$0$$ $$−2$$ $$1$$ $$4$$ $$2$$ $$10$$ $$3$$ $$4$$ $$4$$ $$−2$$ $$5$$ $$4$$ $$6$$ $$10$$;$$y = -6 \cos\left(\frac{\pi}{2}x\right) + 4$$;algebra;;;;;;;;;;;
trigmodel23;hint;Identify key features;To find the formula, identify the midline, amplitude, period, and phase shift from the table.;;;h1,,,,,,,,,;;;;;;;;;
trigmodel23;scaffold;Identify max and min;What are the maximum and minimum y-values in the table?;Max = 10, Min = -2;algebra;s1;h1,,,,,,,,;;;;;;;;
trigmodel23;hint;Calculate midline and amplitude;Recall that the midline D = (Max + Min) / 2 and the amplitude A = (Max - Min) / 2.;;;h2,h1,,,,,,,,,;;;;;;;;;
trigmodel23;scaffold;Determine D and A;What are the values for the midline (D) and amplitude (A)?;D = 4, A = 6;algebra;s2;h2,,,,,,,,;;;;;;;;
trigmodel23;hint;Determine the period;The period P is the horizontal distance for one complete cycle. Use P = 2π/B to find B.;;;h3,h2,,,,,,,,,;;;;;;;;;
trigmodel23;scaffold;Find P and B;What is the period of the function, and what is the value of B?;P = 4, B = π/2;algebra;s3;h3,,,,,,,,;;;;;;;;
trigmodel23;hint;Choose function type and phase shift;Observe the function's behavior at x=0 to decide if it's a sine or cosine function and if there's a phase shift.;;;h4,h3,,,,,,,,,;;;;;;;;;
trigmodel23;scaffold;Function at x=0;At x=0, is the function at its midline, maximum, or minimum?;Minimum;mc;s4;h4;Minimum|Maximum|Midline, increasing|Midline, decreasing,,,,,,,,;;;;;;;
trigmodel24;problem;Finding a Trigonometric Function from a Table of Values;For the following exercises, find a possible formula for the trigonometric function represented by the given table of values.;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel24;step;Find a possible formula for the trigonometric function represented by the given table of values: $$x$$ $$y$$ $$0$$ $$5$$ $$1$$ $$−3$$ $$2$$ $$5$$ $$3$$ $$13$$ $$4$$ $$5$$ $$5$$ $$−3$$ $$6$$ $$5$$;$;$-8 \sin(\frac{\pi}{2}x) + 5$;algebra;;;;;;;;;;
trigmodel24;hint;Identify key features;Determine the minimum and maximum y-values, the midline, and the amplitude from the table.;;;h1;;;;;;;;;
trigmodel24;scaffold;Find min and max;What are the minimum and maximum values of y in the table?;Min: -3, Max: 13;algebra;s1;h1;;;;;;;;
trigmodel24;scaffold;Calculate midline;The midline D is the average of the maximum and minimum values. What is D?;5;numeric;s2;h1;;;;;;;;
trigmodel24;scaffold;Calculate amplitude;The amplitude A is half the difference between the maximum and minimum values. What is A?;8;numeric;s3;h1;;;;;;;;
trigmodel24;hint;Determine the period;Observe the x-interval over which the y-values complete one full cycle to find the period P. Then calculate B using $P = \frac{2\pi}{B}$.;;;h2;h1;;;;;;;;
trigmodel24;scaffold;Find the period;How many units of x does it take for the y-values to repeat a full cycle?;4;numeric;s4;h2;;;;;;;;
trigmodel24;scaffold;Calculate B;Using the period P, calculate the value of B where $P = \frac{2\pi}{B}$.;$\frac{\pi}{2}$;algebra;s5;h2;;;;;;;;
trigmodel24;hint;Choose function type and phase;Decide whether a sine or cosine function (and if it's reflected) best fits the starting point (x=0) relative to the midline. A sine function starts at the midline, a cosine function starts at an extremum.;;;h3;h2;;;;;;;;
trigmodel24;scaffold;Formulate the equation;Combine the amplitude A, B value, midline D, and the choice of sine/cosine with reflection to write the formula $f(x) = A \sin(B(x-C)) + D$ or $f(x) = A \cos(B(x-C)) + D$.;$-8 \sin(\frac{\pi}{2}x) + 5$;algebra;s7;h3;;;;;;;;
;;;;;;;;;;;;;;;
trigmodel25;problem;Finding a Trigonometric Function from a Table of Values;For the following exercises, find a possible formula for the trigonometric function represented by the given table of values.;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel25;step;Find a possible formula for the trigonometric function represented by the given table of values: $$x$$ $$y$$ $$−3$$ $$−1−\sqrt{2}$$ $$−2$$ $$−1$$ $$−1$$ $$1−\sqrt{2}$$ $$0$$ $$0$$ $$1$$ $$\sqrt{2}−1$$ $$2$$ $$1$$ $$3$$ $$\sqrt{2}+1$$;$;$\tan(\frac{\pi}{8}x)$;algebra;;;;;;;;;;
trigmodel25;hint;Identify function type;Observe the range of y-values. If they span from negative infinity to positive infinity, consider tangent or cotangent. If they are bounded, consider sine or cosine.;;;h1;;;;;;;;;
trigmodel25;hint;Determine period and B;For tangent functions, the period $P = \frac{\pi}{B}$. Find two x-values where the function repeats or where it passes through the midline with the same slope to determine the period.;;;h2;h1;;;;;;;;
trigmodel25;scaffold;Use a known point;Use a point like (2, 1) and the general form $y = \tan(Bx)$ to solve for B.;$\frac{\pi}{8}$;algebra;s3;h2;;;;;;;;
trigmodel25;hint;Formulate the equation;Combine the identified function type and the B value to write the formula.;;;h3;h2;;;;;;;;
;;;;;;;;;;;;;;;
trigmodel26;problem;Finding a Trigonometric Function from a Table of Values;For the following exercises, find a possible formula for the trigonometric function represented by the given table of values.;;;;;;;;https://openstax.org/books/precalculus-2e/pages/7-6-modeling-with-trigonometric-functions;;Modeling with Trigonometric Functions;;
trigmodel26;step;Find a possible formula for the trigonometric function represented by the given table of values: $$x$$ $$y$$ $$−1$$ $$\sqrt{3}−2$$ $$0$$ $$0$$ $$1$$ $$2−\sqrt{3}$$ $$2$$ $$\frac{\sqrt{3}}{3}$$ $$3$$ $$1$$ $$4$$ $$\sqrt{3}$$ $$5$$ $$2+\sqrt{3}$$;$;$\tan(\frac{\pi}{12}x)$;algebra;;;;;;;;;;
trigmodel26;hint;Identify function type;Observe the range of y-values. If they span from negative infinity to positive infinity, consider tangent or cotangent. If they are bounded, consider sine or cosine.;;;h1;;;;;;;;;
trigmodel26;hint;Determine period and B;For tangent functions, the period $P = \frac{\pi}{B}$. Find a point (x,y) from the table where y is a known tangent value to solve for B.;;;h2;h1;;;;;;;;
trigmodel26;scaffold;Use a known point;Use a point like (3, 1) and the general form $y = \tan(Bx)$ to solve for B.;$\frac{\pi}{12}$;algebra;s3;h2;;;;;;;;
trigmodel26;hint;Formulate the equation;Combine the identified function type and the B value to write the formula.;;;h3;h2;;;;;;;;
